dt,tweet,User,local
2021-01-02 01:36:27,Pfizer And BioNtech To Offer Covid Vaccine To Volunteers Who Got Placebo.  https://t.co/1yPv38NnyA,extradiagetic,Toronto
2021-01-02 01:35:02,EU chaos: Growing outrage at Brussels and Macron over Covid vaccine rollout blunders https://t.co/tgjxScEM1y,j25994646,U.K. 
2021-01-02 01:33:17,Pfizer and BioNTech to offer COVID vaccine to volunteers who got placebo    https://t.co/BF1uYztzwj,New_Narrative,On the road
2021-01-02 01:33:02,"Sixteen health care facilities, as outlined in this new spreadsheet, have received 97,500 doses of Pfizer-BioNTech… https://t.co/1Swwhqcqd1",scdhec,"Columbia, S.C."
2021-01-02 01:32:16,"Health Department Administers 1158 Doses Of Pfizer COVID-19 Vaccine Thursday; Asks For ""Community's Patience In Thi… https://t.co/I6QWgIygmA",PyMarketWatch,
2021-01-02 01:30:06,Pfizer and BioNTech to offer COVID vaccine to volunteers who got placebo https://t.co/El8OjA7RfW https://t.co/WUmAqvSv8r,ReutersUS,
2021-01-02 01:28:29,Good news: Pfizer and BioNTech are willing to provide COVID vaccine to corona virus research volunteers. https://t.co/L9Zbmoml6M,Prof_Dr_Raj,USA
2021-01-02 01:28:10,Oxford COVID-19 Vaccine has cleared another hurdle for final approval in India.  While #Pfizer has been asked for m… https://t.co/Pg6cxtzwvx,james_oaten,Melbourne
2021-01-02 01:26:59,"Pfizer, Moderna COVID-19 vaccines and facial paralysis: What to know https://t.co/jXDwiHj2zZ #FoxNews",illy52,Earth
2021-01-02 01:26:10,2. Some people waited in line for hours only to be turned away at 1pm when officials decided they didn’t have enoug… https://t.co/NBfPQvJGud,keikoinboston,"Boston, MA"
2021-01-02 01:24:21,@Leslie_M @imgrund @JimAdams105 3 weeks for Pfizer and 4 weeks for Moderna. In the UK the are giving the range 3-12… https://t.co/eZkOVKE7Bu,PlaidSky,"Ottawa, Ontario"
2021-01-02 01:24:16,America not messing with approved sccedule for Pfizer vaccine. https://t.co/v6B0WBLL8S,farrell_katrina,
2021-01-04 16:08:21,"Vaccine coordinator: 86,470 doses of the COVID vaccine recieved in December.  She says some of the second Pfizer do… https://t.co/kmW4pmjFF4",FOX42KPTM,"Omaha, NE"
2021-01-04 16:07:58,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/v9SBSh2tbW via @MailOnline",PauloMendonca3,UK
2021-01-04 16:07:41,"COVID-19 vaccines: How do the Moderna, Pfizer and Oxford coronavirus jab candidates compare? https://t.co/3lZEaojMx9 https://t.co/NZeMZPvLlr",gasebtandin,"Thimphu, Bhutan"
2021-01-04 16:07:37,@ThisIsTheWorl18 @GMB Just seen this. https://t.co/ykJYfZHnWq,wokerati,"London, UK"
2021-01-04 16:07:25,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/HcCOZUIaTm via @MailOnline Sad we… https://t.co/2hSbJqjkmb",whrjongo55,"Englewood, FL"
2021-01-04 16:06:34,I wonder if we will get to hear about those  that may occur here. https://t.co/4XsOCXRi6m,MitfordUv,Occupied England
2021-01-04 16:06:32,Pfizer Has Offered South Africa Discounted Covid-19 Vaccines https://t.co/PVqY2fg5Ka,akbarth3great,🌎 Everywhere
2021-01-04 16:06:23,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/agcVRpuRNE via @MailOnline Just horrific!",robscape,ENGLAND
2021-01-04 16:05:59,Another one bites the dust. Pfizer is out here catching more bodies than most infamous serious killers.… https://t.co/UJ4UjAdyiM,medicalfreed0m,"New Jersey, USA"
2021-01-04 16:05:57,Here's the link: https://t.co/s44PA2kGBk,Mo_TheWriter,Somewhere in FL
2021-01-04 16:05:50,"From countless hours of disinfecting to extensive PPE, our team ensured we were able to continue providing care dur… https://t.co/NkFvwT9TBK",SangreCare,Pueblo Colorado
2021-01-04 16:05:48,@Jannermaid1 @bitchute Oops 👇 https://t.co/ykJYfZHnWq,wokerati,"London, UK"
2021-01-04 16:05:40,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/NEaP7MB50l via @MailOnline",perlindvall,
2021-01-04 16:05:15,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/bu9w7OY3Lk via @MailOnline",Magsmoo5,England 
2021-01-04 16:05:10,"COVID-19 vaccines: How do the Moderna, Pfizer and Oxford coronavirus jab candidates compare? https://t.co/3lZEaojMx9 https://t.co/Gy7U6c1oV4",gasebtandin,"Thimphu, Bhutan"
2021-01-04 16:04:56,"@piersmorgan I know you write for the DM, but I think this is the worst and least helpful scare-mongering 'new' sto… https://t.co/WWbniA5GBp",thelifeofmonty,"Galway, Ireland"
2021-01-04 16:04:46,"Informative editorial written by DHVI director, Dr. Bart Haynes in the @NEJM on COVID-19 vaccine efficacy - for Pfi… https://t.co/vKC5514JTS",TheDHVI,"Durham, NC"
2021-01-04 16:04:30,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/16WmcuLgpO via @MailOnline",CarrieCarrie01,United Kingdom
2021-01-04 16:04:24,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/rr93dtyC3w via @MailOnline",MsTikki,Earth
2021-01-04 16:03:17,Bulgaria Reports 4 Cases Of Side Effects From Pfizer Covid Vaccine https://t.co/SFpC54e9X3 https://t.co/1TaN45trXU,singlebuchi,massani ground..
2021-01-04 16:02:51,Portuguese woman dies two days after getting Pfizer covid vaccine | Daily Mail Online https://t.co/q3lCfn1ZiA,Ern39182562,Scotland  NOT UK NOT BRITAIN
2021-01-04 16:02:51,"@Debsrid @firefoxx66 22,000 people received the Pfizer jab in trials. Nobody died or got seriously ill. Out of 22k… https://t.co/uFYBgdZlwF",jfrankel71,
2021-01-04 16:02:18,Died two days after Pfizer vaccine - cause unknown.  Death of pediatric assistant two days after receiving Covid va… https://t.co/DrTRp4BT4c,RolandBakerIII,
2021-01-04 16:02:04,"To all coding people, interested in covid-19 vaccine - it's awesome! Link to English version, choose translations o… https://t.co/ASvSJHtVR7",SpecOps12,"Hamburg, Deutschland"
2021-01-04 16:01:43,Online Covid vaccine calculator reveals some will have to wait until 2022 https://t.co/eKpK9JHA6y,TheSunUS,United States
2021-01-04 16:01:28,"“We are truly in unprecedented territory”: Companies working with Pfizer, Moderna and AstraZeneca to mass produce c… https://t.co/WvezWvCHwI",JaredSHopkins,"New York, NY"
2021-01-04 16:01:21,Vaccine death: https://t.co/QaUBYBg8aL,liamooo,Ireland
2021-01-04 16:01:16,https://t.co/IzAdi4yVqe Interesting,JakeHepple1,
2021-01-04 16:00:59,"@onporter @pan1 @freddiesayers I agree, but be aware the trials for Moderna, Pfizer, and AstraZeneca ""do not requir… https://t.co/ReoLBiVpvs",AndrewG67388150,
2021-01-04 16:00:22,"Pfizer and BioNTech offer to supply South Africa with their Covid-19 vaccine at a discounted $10 a dose, a price th… https://t.co/pc6AxpfZdJ",rhjameson,"New York, NY"
2021-01-04 16:00:19,Stop the government from delaying the second dose of the @Pfizer_UK vaccine! Sign please and share 🙏🏻 protect our m… https://t.co/X88dE8csCe,C_Carmichael83,"Portsmouth, England"
2021-01-04 16:00:04,Applause and laughter broke out at University Hospital's COVID-19 vaccination clinic as nurse Maritza Beniquez rece… https://t.co/dsDrfvabec,BurlcoTimes,"Burlington County, NJ"
2021-01-04 16:00:04,"As of Thursday, of the 265,000 doses of the Pfizer and Moderna vaccines that have been delivered to New Jersey, 72,… https://t.co/107eDVQmz0",thedailyjournal,"Vineland, NJ"
2021-01-04 16:00:03,Boris Johnson set to tighten England Covid-19 lockdown https://t.co/kW4TUYruxx  ‘Measures for 12 weeks until people… https://t.co/OIA6v1FB8u,Woo100,"England, United Kingdom"
2021-01-04 15:57:32,via @PerilofAfrica Pfizer Has Offered South Africa Discounted Covid-19 Vaccines https://t.co/In6JGBU1xg,mlnangalama,"Moncton, Canada"
2021-01-04 15:57:32,Pfizer Has Offered South Africa Discounted Covid-19 Vaccines https://t.co/mD7jtkSedi,ronmc1,Canada
2021-01-04 15:57:25,"SICK  ""Israel transports batches of the Pfizer/BioNTech vaccine deep inside the West Bank. But they are only distri… https://t.co/IgtiI34CWl",emanzaman4,
2021-01-04 15:57:10,"Woman dies two days after having the Pfizer vaccine...media immediately assume vaccine caused her death, when peopl… https://t.co/uzH7YIcGiq",hannahforest,United Kingdom
2021-01-04 15:56:34,"New York nurse, first in U.S. to get Pfizer COVID-19 vaccine, gets booster 💉https://t.co/ZMH5ealQbN",ReutersScience,
2021-01-04 15:55:32,Chris Whitty issues warning despite Covid vaccine rollout as NHS faces ‘rising pressure’ https://t.co/7fBABN7mNn,Daily_Express,London
2021-01-04 15:55:29,"So what do we know about vaccine efficacy after the 1st dose? This is more pertinent for Pfizer, as the original As… https://t.co/IBmf4L2Lrc",dgurdasani1,
2021-01-04 15:55:03,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/hgfEoWC2Ru via @MailOnline",aurens_robert,
2021-01-04 15:54:25,"COVID-19 vaccines: How do the Moderna, Pfizer and Oxford coronavirus jab candidates compare? https://t.co/nYzCgqv0cy https://t.co/MSzZv5vyAN",Dr_Khan,Worldwide
2021-01-04 15:53:35,"#COVID19VACCINE   Hidalgo county will distribute the #Moderna COVID-19 vaccine on Tuesday, January 5 at the Rio Gra… https://t.co/TJKCnMSnyw",Sydney_GTV,Texas
2021-01-04 15:52:48,Bulgaria Reports 4 Cases Of Side Effects From Pfizer Covid Vaccine #image# #content# https://t.co/K5tgMtKpoU,NR_abuaimal,Hyd
2021-01-04 15:52:17,"NEW YORK NURSE, FIRST IN US TO GET PFIZER COVID-19 VACCINE, GETS A BOOSTER SHOT",iammix24,"New York, NY"
2021-01-04 15:51:31,"Experts: Vaccinate 70% of our population before Covid is under control. SC: 5.1M people, 70% is 3.6M.   @scdhec has… https://t.co/HKGfk3rpx8",Gary4GovSC,"South Carolina, USA"
2021-01-04 15:50:37,"Watch @Reuters's broadcast: New York nurse, first in U.S. to get Pfizer COVID-19 vaccine, gets a booster shot https://t.co/OejxGalNPk",DeleneJames,United States/ Global 
2021-01-04 15:50:32,"Watch @Reuters's broadcast: New York nurse, first in U.S. to get Pfizer COVID-19 vaccine, gets a booster shot  https://t.co/rT46yRIxJM",ClaritySol,Minneapolis
2021-01-04 15:50:04,portuguese health worker 41 dies two days getting pfizer covid vaccine https://t.co/3iSUbF8TXR,DM_breakingnews,
2021-01-04 15:49:44,"New York nurse, first in U.S. to get Pfizer COVID-19 vaccine, gets a booster shot https://t.co/E3zNAjc3mt",Reuters,Around the world
2021-01-04 15:49:31,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/AJt13xJwFv via @MailOnline",RealPeterCichy,🇬🇧
2021-01-04 15:49:22,Bloke in town selling covid vacine at £2 each Or 3 for a Pfizer,davidtorbitt,
2021-01-04 15:49:00,The Oxford-AstraZeneca vaccine is based on the virus’s genetic instructions for building the spike protein. Unlike… https://t.co/9lyO6yVDSL,EarthSystemRes,New Jersey
2021-01-04 15:49:00,All 44 staff members received the #COVID19vaccine. @pfizer @CDCgov https://t.co/sHpnssLfXj via @abc7newsbayarea,avoiceforchoice,
2021-01-04 15:48:27,"😱🤦🏼‍♀️Portuguese health worker, 41, dies two days after getting the Pfizer covid vaccine  https://t.co/MzczqGjnzK",TRatched,London
2021-01-04 15:48:25,@StephieLynn204 @CNN Pfizer one does not give you immunity it reduces symptoms. After two doses you have a 95% chan… https://t.co/tua3SAAIfm,Blue_Poes,
2021-01-04 15:47:57,Here’s the info given to people who had the first Pfizer dose  ‘ you will receive two injections 21 days apart. Pro… https://t.co/Ng53n1wew8,DrJackyDavis,London
2021-01-04 15:47:50,Portuguese woman dies two days after getting Pfizer covid vaccine | Daily Mail Online https://t.co/vcylkdEHup,raj65025523,
2021-01-04 15:46:39,"Portuguese health worker, 41, dies two days after getting #Pfizer jab https://t.co/JhBzfi1YWU via @MailOnline #vaccinations #COVID19",freddie1999,England
2021-01-04 15:46:10,"NURSE GETS 2ND VACCINE DOSE: Nurse Sandra Lindsay, who was the first in the U.S. to receive the Pfizer vaccine for… https://t.co/ZRsRvGJEKs",nowthisnews,The Internet & NYC
2021-01-04 15:46:00,"""CDC updated its vaccine guidance and advised that people who have had an allergic reaction to either PEG or polyso… https://t.co/jho6sQI9Mt",weaponizedword1,
2021-01-04 15:45:54,@Cyclenut23 This for women of child-bearing age for the Pfizer one.  https://t.co/kFtoDeu9Lz,enigma915,"Cannock, England"
2021-01-04 15:45:35,The Oxford-AstraZeneca vaccine is based on the virus’s genetic instructions for building the spike protein. Unlike… https://t.co/XtUySTie7L,gmogarcia52,Mexico
2021-01-04 15:45:14,Germany was weighing on Monday whether to allow a delay in administering a second dose of the COVID-19 vaccine from… https://t.co/iMhWjJcTAP,Reuters_Health,
2021-01-04 15:44:49,@JamesLewisGrim2 @smartincameron @guardiannews Any signs of life from Tiffany Dover yet?  https://t.co/FL8QGXBN7v,ergodrake,
2021-01-04 15:44:48,Portuguese woman dies two days after getting Pfizer covid vaccine https://t.co/AImmY6xLNg,DiazHub,"Globe, AZ"
2021-01-04 15:44:31,"Portuguese health worker, 41, dies two days after getting the Pfizer covid vaccine | Daily Mail Online https://t.co/4l7tZqfuy9",dav_rattu,Birmingham UK 
2021-01-04 15:44:10,"Pfizer and BioNTech offer to supply South Africa with their Covid-19 vaccine at a discounted $10 a dose, a price th… https://t.co/fRx3EECQgJ",BBGAfrica,
2021-01-04 15:44:10,Portuguese woman dies two days after getting Pfizer covid vaccine | Daily Mail Online https://t.co/QRlZFCNxWR,AzTrumpfan2,"Arizona, USA"
2021-01-04 15:43:02,"View our #BakerBottsCrisisResponse COVID-19 updates for the week of Dec. 28 - Jan 3, including information about em… https://t.co/MvhOGF6Lb0",bakerbotts,
2021-01-04 15:42:33,"OK, here's my main worry about the Covid vaccine...  Will I get a sticker for being a ""brave boy""?  #vaccinations… https://t.co/a4F3zT6RGb",rhodders,The Land of Rhod
2021-01-04 15:42:28,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/TE3GfPlya1 via @MailOnline",jameske3001,🤡🌍
2021-01-04 15:42:17,Pfizer and BioNTech speed up timeline for offering Covid-19 vaccine to placebo volunteers https://t.co/sPVp9yIuYQ via @statnews,bermaninstitute,"Baltimore, Maryland"
2021-01-04 15:41:51,I bet the autopsy is inconclusive and or it will be claimed that her death had nothing to do with the vaccine.   Po… https://t.co/sHSauINuHN,ergodrake,
2021-01-04 15:41:44,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/olpwsZxmFU via https://t.co/2F91PezY3H",kew5711,"England, United Kingdom"
2021-01-04 15:41:25,"Since dying with covid is a covid death, deaths after having Pfizer's vaccine will be classed as what? No need for… https://t.co/q9v29VaxiQ",NickGriffinBU,"Shropshire, England"
2021-01-04 15:41:22,"It seems to be a known issue that vaccine vials may be overfilled. Yet, I can't seem to find anyone who's written g… https://t.co/gOlhtX5s42",ldurf,"Fairfax, VA"
2021-01-04 15:41:13,He lashed out at cynics who raised concerns over the transparency of approval procedures taken to authorise Covaxin… https://t.co/pRIq0h3jyz,dhanyarajendran,"bengaluru, india"
2021-01-04 15:40:38,@BorahBedabrata For Easier Understanding Of The Covid Vaccines Currently Available:-  (i) Pfizer &amp; Moderna: Importe… https://t.co/uACxuSU9v0,simantas,Bangalore
2021-01-04 15:40:33,ICON Supports Pfizer and BioNTech on the Investigational COVID-19 Vaccine Trial  https://t.co/00sf61Qn0y,IMPharmaNews,India
2021-01-04 15:39:40,Comparing the Pfizer and Moderna COVID-19 vaccines - ABC News https://t.co/mLlktV3MNJ,JLGomezAlanis,
2021-01-04 15:38:19,Nurse Pratt just received the first dose of the Pfizer COVID-19 vaccine. Didn't hurt a bit.,ClhSnurse,"Houston, TX"
2021-01-04 15:38:07,Statement from @bccfe on the use of COVID-19 mRNA vaccines (Pfizer and Moderna) in people living with #HIV… https://t.co/i6SgYQ92gd,PANinBC,"British Columbia, Canada"
2021-01-04 15:37:12,@lledwardsan I would consider it a huge risk if I took the first jab then before the second jab could be given I co… https://t.co/6nUW6Hk8Px,I_Lippitt,
2021-01-04 15:36:20,@JoeBaguley And if you like it on paper tape then @TheRealRevK has done it - as you do - https://t.co/jqsS1Zp9Ho,babelmonk,"55.522113,-1.712976"
2021-01-04 15:36:17,"Both vaccines utilize mRNA, or messenger RNA, technology, meaning they teach cells to make a protein that prompts a… https://t.co/OBYm38VjcP",Nightline,"New York, USA"
2021-01-04 15:35:40,@HallieOnMSNBC @MSNBC you have been reporting this slightly incorrectly.  The Moderna vaccine only needs to be stor… https://t.co/aTpuZSw5rY,SRKeller,"Highland Park, IL"
2021-01-04 15:34:33,Thanks to the Health Under Secretary of State briefing me on the Oxford University/AstraZeneca Covid-19 vaccination… https://t.co/nq8m1X8Dvw,HenrySmithUK,🎄
2021-01-04 15:33:33,@LaurenKIRO7 @KIRO7Seattle FDA approval website verifies my 95% number. https://t.co/Te19IsX1W1,BigCougSteve,
2021-01-04 15:33:20,@nspector4 “These subsequent doses are intended to increase the potency and durability of immunity.  Clinical trial… https://t.co/azC0LyzMqE,RickAnderson,Canada
2021-01-04 15:33:05,@ainyrockstar Pfizer Has Offered #SouthAfrica Discounted #Covid19 Vaccines https://t.co/nfUSHkUC8N,PinkCerberus,
2021-01-04 15:33:02,F***ers who are questioning Covaxin against Pfizer are the same person who were rejoicing when American Drug Mafias… https://t.co/2SuBtW7kCP,class_general,
2021-01-04 15:31:10,A viral image claims it shows three of four clinical trial volunteers who have developed Bell's palsy after receivi… https://t.co/jGhlAIYzud,Facts_chek,
2021-01-04 15:31:06,NCPERS is excited to announce our closing keynote speaker for #NCPERSFALL21- Charles Triano from @pfizer!  Join NCP… https://t.co/hvbhNx6kR0,NCPERS,"Washington, DC"
2021-01-04 15:31:02,Bulgaria Reports 4 Cases Of Side Effects From Pfizer Covid Vaccine https://t.co/ax3evHJxp5 https://t.co/1UTtFjfAQ3,ndtvfeed,
2021-01-04 15:30:36,Anaphylaxis in UK Following COVID-19 Vaccination Prescribing information for both Pfizer-BioNTech and Moderna COVID… https://t.co/i7g16vGefc,enmundus,
2021-01-04 15:30:31,"As the number of people receiving shots of the Pfizer-BioNTech &amp; Moderna vaccines grows, so have reports of possibl… https://t.co/WOXTd97LSU",FoodAllergyEdu,
2021-01-04 15:30:27,@pfizer and @BioNTech_Group plan to give those who received a #placebo in its #CovidVaccine trial an option to rece… https://t.co/XTt86DY6Jo,StephanieNoblit,"Philadelphia, PA"
2021-01-04 15:30:11,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/80DikGZ3zE via @MailOnline",geekonline,
2021-01-04 17:00:24,"@TheCoronaCure_ Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/d4ZL9QPbc9 via https://t.co/Y5Dm5WNN22",DrAndreAlex,UK
2021-01-04 17:00:17,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/jDY5pbz4Wq via @MailOnline",maxsal314,
2021-01-04 17:00:00,"Last month, Deanne Hall and Jacob Murawski made history. Jacob Murawski, a second-year student at @pittpharmacy, in… https://t.co/OvQ2XZCtv4",PittAlumni,"Pittsburgh, PA"
2021-01-04 16:59:36,James A. Haley was one of 15 additional Veterans Administration facilities to receive an allocation of Pfizer-BioNT… https://t.co/lRIH6N5hgT,SemHeightsPatch,"Seminole Heights, FL"
2021-01-04 16:59:36,This interesting vaccine related news was in small print and half way down the page https://t.co/wRJAoXaqKt,Kazeeas,
2021-01-04 16:59:19,Pfizer: No reason to delay second COVID-19 vaccine shot after 21 days - The Jerusalem post https://t.co/kcBCEO3RaG,NgoiePado,
2021-01-04 16:59:04,Mexican doctor hospitalized after receiving the Pfizer-BioNTech COVID-19 vaccine https://t.co/X6dmjzs7R2,theyucatantimes,"Merida, Yucatan"
2021-01-04 16:58:55,$PFE 💉 #PFIZER SAY THERE IS NO DATA TO DEMONSTRATE THAT PROTECTION AGAINST #COVID19 FROM THEIR VACCINE IS SUSTAINED… https://t.co/ZxURxhoqBj,MarcoDaCostaFX,StocksLand 💶💵💷
2021-01-04 16:58:46,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/d4ZL9QPbc9 via https://t.co/Y5Dm5WNN22",DrAndreAlex,UK
2021-01-04 16:58:35,Cuomo calls out best and worst hospitals administering vaccines. Samaritan in Watertown is on list for slowest.  Th… https://t.co/9CPnicGWi9,VaughnEGolden,"Potsdam, NY"
2021-01-04 16:58:16,$PFE 💉 #Pfizer Spokesperson: there is no data to demonstrate that protection against #COVID19 from the vaccine is s… https://t.co/3gnmshNyWI,MarcoDaCostaFX,StocksLand 💶💵💷
2021-01-04 16:58:15,There is no evidence suggesting that delaying the second @pfizer #COVID19 shot will allow the vaccine to continue b… https://t.co/gA86OuUzgV,Jerusalem_Post,Israel
2021-01-04 16:58:10,Vaccine induced C-19 virus positive to healthy with no Covid. Things seem do no add-up before jab was alive shortly… https://t.co/IfQvVSYySb,LimAiYim,Malaysia
2021-01-04 16:57:47,"I am going to get red arrows for this, but a Portuguese health worker, 41, has died two days after getting Pfizer's… https://t.co/WDk6RNYCto",LoukiaBorrell,Virginia
2021-01-04 16:57:41,The UK government doesn't care if people are injured or die from this - SAGE has only promoted policies that increa… https://t.co/Wdn7P7NFpt,sonicstout,Manchester
2021-01-04 16:57:35,"Pfizer $PFE said today they currently have ""no data"" to demonstrate protection against COVID-19 from their vaccine… https://t.co/bBrcQEmIyP",StockMKTNewz,
2021-01-04 16:56:32,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/b4krrGAOfD via @MailOnline",SoLaTiDoBlades,The World
2021-01-04 16:56:26,"BioNTech, Pfizer Say There Is No Data To Demonstrate That Protection Against COVID-19 From Their Vaccine Is Sustain… https://t.co/beKmWfQJs3",quant_data,"Florida, U.S."
2021-01-04 16:55:21,"Please, think twice about getting the CV vax:  https://t.co/WFXIklmPVn",Rover26933147,
2021-01-04 16:55:01,"@witherbeeds @Reuters but, I appreciate your country US. Because your country's company PFIZER  developed a vaccine… https://t.co/qJPnUh1dcx",HiroshiIwasaki5,
2021-01-04 16:54:33,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/lIn3oI9yS4 via @MailOnline",CabbieGold,London UK
2021-01-04 16:54:19,Pfizer says 'no evidence' COVID-19 vaccine effective after 21 days https://t.co/hbU1EnNPZH,hoffan1234,
2021-01-04 16:53:53,PFIZER SAY THERE IS NO DATA TO DEMONSTRATE THAT PROTECTION AGAINST COVID-19 FROM THEIR VACCINE IS SUSTAINED BEYOND 21 DAYS AFTER FIRST DOSE,FelixHe12,
2021-01-04 16:53:49,"Because she ""totally"" died of the vaccine, and there COULDN'T POSSIBLY BE another reason ie heart failure, or any o… https://t.co/ZRTByFANPI",Critical_Babe,Achterhoek! 
2021-01-04 16:53:19,Top GP Dame @ClareGerada warns that Boris Johnson's U-turn on Covid-19 second jab could cause 'disastrous' waste of… https://t.co/ahdUap2SuA,pash22,United Kingdom
2021-01-04 16:53:19,"The #covid19 Vaccine has an effect: Portuguese health worker, 41, DIES 2 days after getting Pfizer jab… https://t.co/W04AI0UbPv",Driver4hire1,England
2021-01-04 16:53:15,2 Israeli men died after the Pfizer Covid vaccine. 1 Swiss man died after taking the same vaccine. And now 5 Finnis… https://t.co/47bXA9AKeu,CesareSacchetti,
2021-01-04 16:52:22,Portuguese woman dies two days after getting Pfizer covid vaccine | Daily Mail Online https://t.co/ia4jND1NSL,PrideauxKellie,"Poole, England"
2021-01-04 16:51:58,PFIZER SAY THERE IS NO DATA TO DEMONSTRATE THAT PROTECTION AGAINST COVID-19 FROM THEIR VACCINE IS SUSTAINED BEYOND 21 DAYS AFTER FIRST DOSE,ChrisBoundikas,Anguilla
2021-01-04 16:51:53,The best thing you can say about the start of France’s Covid-19 vaccination campaign is that it can’t get any worse… https://t.co/tcTvrSNxFA,bopinion,Worldwide
2021-01-04 16:51:46,"Healthcare worker, Sonia Acevedo of Porto, Portugal, dies 2 days after receiving Pfizer vaccine.  ""Sonia Acevedo su… https://t.co/EQ0OwLMW6X",MrK00001,Cyberspace
2021-01-04 16:51:18,PFIZER SAY THERE IS NO DATA TO DEMONSTRATE THAT PROTECTION AGAINST COVID-19 FROM THEIR VACCINE IS SUSTAINED BEYOND… https://t.co/iLbhypwJTt,PVanDerZant,France
2021-01-04 16:51:17,The Trump Administration turned down Pzifer’s offer to sell them between 100 million and 500 million additional dos… https://t.co/5qxL7C95ZP,Covid19WarRoom,United States
2021-01-04 16:50:59,"Another nurse died ""with"" the vaccine.  A mother of two, this time in Portugal https://t.co/ySR18psVHZ",lamuta27881931,Italia
2021-01-04 16:50:58,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/VVnSHt0BzE via @MailOnline",ThomasF13013335,
2021-01-04 16:50:41,"Hi @piersmorgan, @MattHancock, when are you getting your #CovidVaccine jabs live on @GMB as you promised?… https://t.co/1WEy6tnEfP",Jack76399855,
2021-01-04 16:50:36,Pfizer says there is no data to demonstrate that protection against covid-19 from their vaccine is sustained beyond 21 days after first dose,CoronaTurkeyEN,Worldwide
2021-01-04 16:50:14,"Portuguese health worker, 41, dies two days after getting the Pfizer covid vaccine as her father says he 'wants ans… https://t.co/SIpypDhJ5e",Hans_C_G,
2021-01-04 16:50:10,PFIZER SAY THERE IS NO DATA TO DEMONSTRATE THAT PROTECTION AGAINST COVID-19 FROM THEIR VACCINE IS SUSTAINED BEYOND 21 DAYS AFTER FIRST DOSE,mehabecapital,Germany
2021-01-04 16:49:58,"@PomptonLakesNJ Wow!  Three weeks after Pfizer Covid vaccine was delivered to NJ, Passaic County is just starting t… https://t.co/F6JP2IRB7G",BestInFlightLDJ,Linden NJ
2021-01-04 16:49:33,"Feds consider half-doses of Moderna COVID-19 vaccine to stretch supplies, as U.K. spaces out Pfizer, AstraZeneca sh… https://t.co/FsvQCuadJb",seigomaeda,日本 東京都
2021-01-04 16:49:06,PFIZER SAY THERE IS NO DATA TO DEMONSTRATE THAT PROTECTION AGAINST COVID-19 FROM THEIR VACCINE IS SUSTAINED BEYOND 21 DAYS AFTER FIRST DOSE,breakingmkts,
2021-01-04 16:49:01,PFIZER SAY THERE IS NO DATA TO DEMONSTRATE THAT PROTECTION AGAINST COVID-19 FROM THEIR VACCINE IS SUSTAINED BEYOND 21 DAYS AFTER FIRST DOSE,FirstSquawk,"London, Mumbai, Singapore"
2021-01-04 16:48:57,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/Min1xp0nW5",b_loredan,"Oradea,Romania"
2021-01-04 16:48:49,Hundreds of Israelis get infected with Covid-19 after receiving Pfizer/BioNTech vaccine  Since vaccinations kicked… https://t.co/6aHs3vyU8W,JamesSi41932301,
2021-01-04 16:48:26,"Volatility hasn’t gone away. The CBOE VIX index, which measures equity volatility via the options market, dipped sh… https://t.co/iNgdfZANL0",IniohosAdvisory,Geneva
2021-01-04 16:48:22,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/FHl6McZ8Q9 via @MailOnline",HeatherSoper2,
2021-01-04 16:47:52,Pfizer Say There Is No Data To Demonstrate That Protection Against COVID-19 From Their Vaccine Is Sustained Beyond 21 Days After First Dose,AmichaiStein1,ישראל
2021-01-04 16:47:48,"""Safe and effective""  @MattHancock @BorisJohnson @IndependentSage @MHRAgovuk @jasonleitch @NicolaSturgeon   https://t.co/Jfo0q7XLVK",World_of_clowns,
2021-01-04 16:47:25,https://t.co/tgR9Z5oB3U | Pfizer and BioNTech have offered SA discounted Covid-19 vaccines https://t.co/ky7faXfxUl,Fin24,"Cape Town, Johannesburg"
2021-01-04 16:47:15,Just had a conversation with my wife's transplant doctor. They are strongly recommending the mRNA vaccines for COVI… https://t.co/NnWql7m9kL,EdMorrissey,"Click The Damn Link, USA. "
